instruction,domain,thema,input_korean,output_ksl_gloss
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 회사채 투자 시에는 해당 기업의 재무 상태와 시장 전망을 꼼꼼하게 분석하는 것이 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 회사채 투자는 높은 수익률을 노릴 수 있지만, 국채 투자보다 높은 위험을 감수해야 하는 투자 방법입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
인플레이션이 생기면 채권의 인기가 없어진다는데, 채권과 인플레이션은 어떤 관계가 있나요?
Output:",돈1 빌리다3 육형1 회사1 투자1 때1 회사1 경제1 회계1 미래1 발전1 확인2 분석1 중요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 인플레이션이 상승하게 되면 중앙은행은 이를 억제하기 위해 금리를 인상합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 금리 인상은 금융 시장에 직접적인 영향을 미치는데, 그중 하나가 바로 채권 시장입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
금리가 인상되면 새로 발행되는 채권의 이자율이 높아지므로 기존에 발행된 채권의 가치는 하락하게 됩니다.
Output:",물건2 값오르다1 중앙1 은행1 가두다1 방법1 이익1 값오르다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 인플레이션 상승은 채권 투자자들의 실제 수익률에도 부정적인 영향을 미칩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 인플레이션이 상승하면 동일한 수익률로 받고 있었더라도 실제 수익은 감소하게 됩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
고정 수익률을 제공하는 채권 투자자들에게는 인플레이션 상승이 불리하게 작용합니다.
Output:",물건2 값오르다1 돈1 빌리다3 육형1 투자1 이익1 사람8 돈1# 줄다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 인플레이션 상승은 투자자들의 실제 수익률 감소라는 문제를 발생시킵니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 인플레이션 상승으로 인해 경제 전반에 걸쳐 다양한 파급 효과를 발생시킵니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
채권 시장에서의 외환 위험을 관리하는 방법은 무엇인지 자세히 알려주십시오.
Output:",물건2 값오르다1 원인1 투자1 사람8 이익1 돈1# 여전하다1 줄다1 손해1 있다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 친구가 펀드 투자로 월급보다 많은 돈을 벌었다는데, 펀드가 무엇입니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드란 투자자들의 돈을 모아 펀드 운용 회사가 주식, 채권같은 자산에 투자하는 상품을 말합니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드에 가입하면 펀드 매니저가 투자자들의 돈을 모아서 주식, 채권, 부동산에 투자합니다
Output:",월급2 ~보다1 투자1 맡기다1 이익1 크다1 친구1 말하다1  펀드 무엇1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저의 도움을 받으면 투자 위험을 줄일 수 있습니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드는 주식형, 채권형, 혼합형이 있으며, 투자 대상 자산과 위험도에 따라 수익률이 다릅니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드의 위험도가 높을 수록 수익률 변화가 크고 위험도가 낮다면 수익률 변화도 작습니다
Output:",투자1 맡기다1 전문1 사람8 지시1# 있다1 투자1 손해1 줄다1 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저는 시장 분석, 자산 선정에 있어 깊은 전문성과 경험을 보유하고 있습니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 매니저는 시장의 변동성을 예측하고, 투자 기회를 찾는 데 능숙합니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
개인 투자자가 혼자는 달성하기 어려운 수준의 전문 투자 서비스는 펀드 매니저에게 요구합니다
Output:",투자1 맡기다1 전문1 사람8 이익1 분석1 투자1 방법1 전문1 경험2 있다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자의 매력은 여러 가지 자산에 분산 투자할 수 있는 것입니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 주식, 채권, 해외 자산뿐만 아니라 부동산이나 원자재에도 펀드 투자를 할 수 있습니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 분산 투자를 통해 자산에 발생할 수 있는 위험을 여러 자산에 걸쳐 분산시킬 수 있습니다
Output:",투자1 맡기다1 좋다1 누르다1 여러가지1 투자1# 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자는 소액으로도 시작할 수 있으므로 투자 초보자에게 알맞는 투자 방법입니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자본이 부족한 개인 투자자들에게도 투자의 기회를 제공하는 것이 펀드의 장점입니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드는 펀드 운용사가 있으므로 개인이 자산을 직접 관리하는 것보다 자산 관리가 편리합니다
Output:",투자1 맡기다1 처음1 작다1 투자1 가능1 자연3 서투르다1 사람8 맞추다1 돈1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저 덕분에 투자자는 복잡한 투자 과정에 대한 부담을 덜 수 있습니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드는 입출금이 가능하여 유동성이 높으며, 투자자의 재정 상태나 목표에 따라 유연하게 자금을 조정할 수 있습니다
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드란 운용의 편의성은 바쁜 일상에서도 투자를 원하는 투자자들에게 큰 장점이 됩니다
Output:",투자1 사람8 투자1 방법1 어렵다1 투자1 전문1 맡기다1 있다1 간단하다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 주식형 펀드는 주식에 투자하는 펀드로 시장 변동성과 위험도가 높습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 채권형 펀드는 채권에 투자하며 안정적인 수익을 원하는 투자자에게 알맞습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
혼합형 펀드는 주식, 채권, 부동산에 나눠서 투자하는 것을 말합니다.
Output:",달리기1 방식2 투자1 맡기다1 지시1# 달리기1 투자1 돈1 이익1 가격2 위험1 크다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 주식형 기업의 지분을 사고파는 것과 비슷하며, 투자자는 회사의 발전과 함께 수익을 기대할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 채권형 펀드는 정부나 기업이 발행한 채권에 투자하는 상품으로, 이자 지급과 원금 상환을 통해 이익을 얻습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
주식형 펀드는 시장의 변동성에 따라 가격이 크게 변할 수 있어 위험이 높은 편입니다.
Output:",회사1 달리기1 사다1 팔다1 방법1 비슷하다1# 회사1 발전1 투자1 사람8 이익1 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 주식형 펀드는 경제 상황, 기업 성과에 따라 수익률이 크게 변동합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 채권형 펀드는 이자율 환경에 더 크게 영향을 받으며, 상대적으로 안정적인 수익률 변동성을 가집니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
주식형 펀드는 주로 기업의 성장과 주식 가격의 상승, 배당금을 통해 수익을 실현합니다.
Output:",달리기1 방식2 투자1 맡기다1 경제1 분위기1 회사1 운영1 보다6 이익1 가격2 심하다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 마지막으로, 투자 전략 면에서 주식형 펀드와 채권형 펀드는 서로 다른 접근 방식을 취합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 시장의 변동성을 이용해 높은 수익을 추구하는 공격적인 투자 전략을 선호한다면 주식형 펀드를 추천합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
원금 보존과 안정적인 수익 실현을 목표로 하는 보수적인 투자 전략을 선호한다면 채권형 펀드를 추천합니다.
Output:",결국1 달리기1 방식2 돈1 빌리다3 육형1 방식2 투자1 방법1 다르다3 가지다2
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드에 처음 투자할 때 중요하게 확인해야 하는 기준는 무엇입니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 3년 안의 평균 수익률을 확인한 후 미래의 펀드 투자 성과를 예측할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 운용과 및 관리에 부과되는 보수와 수수료가 있습니다.
Output:",투자1 맡기다1 처음1 때1 기준1 확인2 중요1 무엇1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저의 운용 능력과 투자 철학이 펀드 투자의 중요한 기본이 됩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 수익률이 높은 펀드를 선택할 때 주의할 점은 무엇입니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
지난 1년의 수익률이 미래의 펀드 투자 결과를 보장하지 않습니다.
Output:",투자1 맡기다1 전문1 사람8 운영1 잘하다2 투자1 철학1 기본1 중요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자 시 평균 수익률보다 높은 수익률을 추구하는 것은 높은 위험이 따른다고 볼 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 높은 펀드 수익률을 기대하기 위해서는 그만큼의 위험을 감수해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 투자자는 자신의 위험 감수 능력과 재정적 목표를 꼼꼼하게 확인해야 합니다.
Output:",투자1 맡기다1 때1 삼키다1 퍼센트5 평균1# ~보다1 이익1 크다1 원하다1 투자1 위험1 의미1 같다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드에 투자하기 전, 수익 구조가 얼마나 안정적이고 지속 가능한지를 분석해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드에 투자하기 전, 높은 펀드 수익률을 달성하는 원인에 대한 정확한 분석이 필요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
심각한 위험을 감수하여 높은 수익률을 얻는 펀드 투자는 피해야 합니다.
Output:",투자1 맡기다1 투자1 이전1 투자1 종류2 편안하다1 무엇1 미래1 오르다1 가능1 확인2 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드는 관리 수수료가 있으므로 실제 순수익이 낮습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자 결정을 내릴 때는 수수료와 비용을 포함한 전체적인 비용을 생각해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
위험도가 높은 펀드에 투자하는 것은 위험이 크게 따릅니다.
Output:",투자1 맡기다1 검사1 수고1 돈1# 있다1 자연3 깨끗하다1 삼키다1 작다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저가 무엇이며 그들의 역할과 중요성은 무엇인지 자세히 알고 싶습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 매니저는 금융 분야의 전문가로, 투자 기회를 찾아냅니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드를 운용하고 관리하는 역할을 맡는 것이 펀드 매니저입니다.
Output:",투자1 맡기다1 전문1 사람8 누구1 중요1 맡다1 무엇1 꼼꼼1 궁금하다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 부동산과 주식 같은 금융 상품에 투자하며 수익을 내는 것이 펀드 매니저의 역할입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 매니저는 시장의 흐름을 정확하게 분석한 후 투자 결정을 내려야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 매니저가 언제 매수하거나 매도할지를 결정하며, 이것은 펀드의 수익성에 직접적인 영향을 미칩니다.
Output:",흙1 달리기1 투자1 삼키다1 목적1 돕다1 투자1 전문1 사람8 맡기다1 맡다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저는 투자 위험을 분산시키고 펀드의 안정성을 높이는 역할을 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드의 투자 전략을 수립하고 목표 수익률을 설정하기 위해 펀드 매니저의 도움을 받을 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 매니저가 가장 추구하는 투자 결정은 주로 장기 펀드입니다.
Output:",투자1 위험1 줄다1 구분하다1 투자1# 편안하다1 가능1 목적1 전문1 맡기다1 사람8 맡다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 금융 시장의 변화를 확인하고 투자 전략을 변경하기 위해 펀드 매니저의 전문적인 지식이 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 매니저의 결정과 운용 실적은 펀드의 성과에 큰 영향을 미칩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
투자자의 수익률에 영향을 끼치는 요인 중 하나가 펀드 매니저의 능력입니다.
Output:",경제1 이익1 가격2 확인2 투자1 방법1 바꾸다2 투자1 전문1 사람8 맡기다1 지식1 중요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저는 시장 연구와 분석, 투자 전략의 조정을 통해 최고의 투자 성과를 끌어내야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자에는 세금 혜택이 있는데, 이것은 국가별로 달라집니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 세금 혜택으로는 연금 저축, 퇴직 연금에 대한 세금 감면 혜택이 있습니다.
Output:",투자1 전문1 사람8 경제1 이익1 가격2 평가1 투자1 조절2 방법1 이익1 크다1 맡다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자 이익에 대한 세금은 투자자가 해당 펀드를 판매할 때 발생합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드의 세금 혜택은 국가 정책에 따라 달라지므로 세무 전문가와 상담받는 게 좋습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드를 운용하는 회사의 수수료에 대해 알고 싶습니다.
Output:",투자1 맡기다1 이익1 세금1 지시1# 투자1 사람8 팔다1 세금1 있다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 수수료는 펀드의 수익성과 관련이 있으므로, 투자자는 수수료가 무엇인지 정확히 이해해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 매수 수수료는 펀드 회사가 펀드를 팔 때 발생하는 여러 가지 비용을 부담하기 위해 부과하는 수수료입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
투자자가 펀드를 처음 구매할 때만 매수 수수료를 지불합니다.
Output:",투자1 맡기다1 수고1 돈1 삼키다1 돈1 연결1 있다1 자연3 투자1 사람8 수고1 돈1 왜1 알다1 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 투자자가 펀드를 팔 때 발생하는 비용과 시장 변동성에 대한 위험도를 생각해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 관리 수수료는 펀드 관리 회사가 펀드의 운용과 관리를 위해 부과하는 수수료입니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드의 운용 성과와 관계없이 관리 수수료는 지속해서 발생합니다.
Output:",투자1 사람8 투자1 맡기다1 취소1 원하다1 수고1 돈1# 이익1 가격2 손해1 얼마2 생각2 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드를 살 때 필요한 금액은 정확하게 정해져 있지 않습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드를 살 때는 매입 수수료와 관련한 최소 금액 기준을 확인해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 매입 시 펀드 회사가 정한 금액 이상이어야 매입 수수료 할인이나 면제를 받습니다.
Output:",투자1 맡기다1 가입1 얼마1 제한1 없다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 규모가 클수록 운용 효율성이 높아지므로 전문 펀드에 투자하는 게 좋습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 자신이 가진 자산 중 일부를 펀드에 투자하고, 그 투자 금액을 결정해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
전체 자산의 10% 이상을 펀드에 투자하는 게 좋아요.
Output:",투자2 맡기다1 운영1 크다1 오히려1 운영1 삼키다1 크다1 자연3 투자2 전문1 맡기다1 좋다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 장기 투자를 위해 펀드를 선택할 때 무엇을 중요하게 확인해야 합니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 투자자는 펀드가 장기적으로 안정적인 수익을 낼 수 있는지 분석해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
수익률 분석을 위해 과거의 장기 수익률 변화와 펀드 운용에서 중요한 것이 무엇인지 확인해야 합니다.
Output:",언제1 오래5 투자2 원하다1 투자2 맡기다1 선택1 확인2 중요1 무엇1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드에 장기 투자하는 것은 수수료 부담이 커지므로, 수수료가 낮은 펀드에 투자해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자 수수료가 낮을수록 투자자의 실제 수익률이 높아집니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 투자 전에는 펀드를 운용하는 회사의 역사와 안정성을 생각해야 합니다.
Output:",투자2 맡기다1 언제1 오래5 투자2 수고1 돈1 크다1 부담1 수고1 돈1 싸다1 투자2 좋다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 매니저 능력을 확인하는 방법은 우선 펀드 운용 회사의 신뢰도를 판단해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 운용 위탁 선택을 잘 하려면 운용 전문가와 회사의 신용도를 평가해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 매니저의 투자 경험과 능력으로 펀드 운용의 성공을 해야합니다.
Output:",투자2 맡기다1 전문1 사람8 능력1 확인2 방법1 등수:1등 운영1 회사1 믿다1 점수1 보다6 필요1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 투자 목표와 전략이 명확하게 자산을 운용하는 펀드는 장기적인 성과를 기대할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자 시 앞으로 손실이 발생할 위험은 어느 정도입니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 투자는 여러 수익 창출 기회를 제공하지만, 투자자는 항상 손실 발생의 위험을 생각해야 합니다.
Output:",투자2 맡기다1 운영1 목적1 선택1 확실하다1 언제1 간격1 오래5 투자2 삼키다1 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 채권형 펀드는 안정적인 수익을 목표로 하므로 주식형 펀드에 비해 손실 위험이 낮습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 채권 시장은 자주 변하므로 채권 가격이 하락하거나 이자율이 상승할 경우 투자자는 손실을 보게 됩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
주식형 펀드는 주식 시장의 변동성에 노출되어 있어, 수익률이 크게 변동합니다.
Output:",달리기1 방식2 투자1 비교1 돈1 빌리다3 육형1 투자1 삼키다1 편안하다1 목적1 손해1 작다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 경제가 불안정할 때는 주식형 펀드에 손실이 발생하므로 투자자는 미리 대비해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자 시 경제 위기로 인한 손실 위험을 생각하는 것은 매우 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
투자자는 자신의 위험 선호도를 명확히 파악한 후 펀드 투자를 해야 합니다.
Output:",경제1 위험1 때1 달리기1 방식2 투자1 손해1 혹시1 투자1 사람1 이전1 팔다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자보다 주식에 직접 투자하는 것이 수익이 더 높습니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드 투자와 주식 투자를 선택하는 것은 각자의 투자 성향에 따라 달라집니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 투자의 전문 펀드 매니저가 투자 결정을 내립니다.
Output:",투자1 ~보다1 직접1 달리기1 투자1 더1 삼키다1 크다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드 투자는 소액으로 여러 종목에 투자할 수 있어 자산 손실 위험을 관리하는데 유리합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드는 관리 수수료와 성과보수가 지불해야 하므로 실제 수익이 낮아지는 단점이 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
주식 투자는 높은 수익률을 목표로 할 때 매력적입니다.
Output:",투자1 종류4 돈1 작다1 투자1 가능1 손해1 작다1 편안하다1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 주식에 대한 전문 지식과 분석 능력이 있어야 주식 투자 손실을 예방할 수 있습니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 제조 기업에 집중적으로 투자하면 해당 기업의 경영이 악화할 때 손실을 보게 됩니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
주식을 자주 매매할 경우 수수료와 세금이 발생하여 실제 수익률이 낮아집니다.
Output:",달리기1 지식1 분석1 잘하다2 달리기1 투자1 손해1 막다1 가능1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 투자에 대한 전문 지식이 부족하거나, 시장 변동성에 대한 위험을 줄이고 싶다면 펀드 매니저에게 위탁하는 것이 적합합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 펀드를 선택할 때 가장 중요한 평가 항목 세 가지는 무엇입니까?
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
투자자는 펀드 투자에 앞서 수익률이 꾸준한지 꼼꼼하게 확인해야 합니다.
Output:",투자1 방법1 이익1 가격2 손해1 줄다1 원하다1 전문1 맡기다1 정상1
"한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
Input: 펀드는 단기간의 높은 수익률보다는 장기간 안정적으로 성과를 낼 수 있는지가 중요합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
금융","은행상품
Input: 시장 변동성과 수익률 변화를 확인하여 펀드의 수익성을 평가해야 합니다.
Output:","Instruction: 한국어 문장을 한국수어 글로스로 번역하시오.
Domain: 금융 | Thema: 은행상품
펀드 수수료가 얼마인지 확인하는 것은 투자 수익률에 큰 영향을 미칩니다.
Output:",투자1 언제1 짧다1 삼키다1 크다1 ~보다1 언제1 오래5 투자1 편안하다1 삼키다1 가능1 확인2 중요1
